total.dvit,dvit,dvit.number,location,block,row,vine,cultivar,country,parentage
DVIT1335.0000B,DVIT1335,1335,  L  1 80,L,1,80,Folle Blanche,GERMANY,NA
DVIT0723.0000C,DVIT0723,723,  L  5  9,L,5,9,Folle Blanche,FRANCE,NA
DVIT0723.0000E,DVIT0723,723,  L  5 10,L,5,10,Folle Blanche,FRANCE,NA
DVIT0724.0000C,DVIT0724,724,  L  5 11,L,5,11,Folle Blanche,FRANCE,NA
DVIT0724.0000D,DVIT0724,724,  L  5 12,L,5,12,Folle Blanche,FRANCE,NA
DVIT0919.0000C,DVIT0919,919,  L  9  7,L,9,7,Folle Blanche,FRANCE,NA
DVIT0919.0000D,DVIT0919,919,  L  9  8,L,9,8,Folle Blanche,FRANCE,NA
DVIT1353.0000C,DVIT1353,1353,  K  9 41,K,9,41,Fort Ross Vine,UNKNOWN,NA
DVIT1353.0000D,DVIT1353,1353,  K  9 42,K,9,42,Fort Ross Vine,UNKNOWN,NA
DVIT0407.0000C,DVIT0407,407,  K 10 57,K,10,57,Foster's Seedling,UNITED KINGDOM,MAROCAIN NOIR X CHASSELAS
DVIT0407.0000D,DVIT0407,407,  K 10 58,K,10,58,Foster's Seedling,UNITED KINGDOM,MAROCAIN NOIR X CHASSELAS
DVIT2161.0000A,DVIT2161,2161,  K  2 61,K,2,61,Fosters White Seedling,UNITED KINGDOM,MAROCAIN NOIR X CHASSELAS
DVIT2161.0000B,DVIT2161,2161,  K  2 62,K,2,62,Fosters White Seedling,UNITED KINGDOM,MAROCAIN NOIR X CHASSELAS
DVIT0408.0000C,DVIT0408,408,  K 10 59,K,10,59,Frankenthal,ITALY,NA
DVIT0408.0000D,DVIT0408,408,  K 10 60,K,10,60,Frankenthal,ITALY,NA
DVIT2115.0000A,DVIT2115,2115,  L  2 25,L,2,25,Frankenthal Blanc,UNKNOWN,NA
DVIT2115.0000B,DVIT2115,2115,  L  2 26,L,2,26,Frankenthal Blanc,UNKNOWN,NA
DVIT0574.0000C,DVIT0574,574,  K  8 19,K,8,19,Fraula Kihi,GREECE,NA
DVIT0574.0000E,DVIT0574,574,  K  8 20,K,8,20,Fraula Kihi,GREECE,NA
DVIT0726.0000C,DVIT0726,726,  L  5 13,L,5,13,French Colombard,FRANCE,NA
DVIT0726.0000D,DVIT0726,726,  L  5 14,L,5,14,French Colombard,FRANCE,NA
DVIT0727.0000C,DVIT0727,727,  L  5 15,L,5,15,Fresia,ITALY,NA
DVIT0727.0000G,DVIT0727,727,  L  5 16,L,5,16,Fresia,ITALY,NA
DVIT2169.0000A,DVIT2169,2169,  K  2 75,K,2,75,Fresno 32-139,USA,NA
DVIT2169.0000B,DVIT2169,2169,  K  2 76,K,2,76,Fresno 32-139,USA,NA
DVIT2746.0000A,DVIT2746,2746,  K 14 77,K,14,77,Fresno 32-68,USA,NA
DVIT2746.0000B,DVIT2746,2746,  K 14 78,K,14,78,Fresno 32-68,USA,NA
DVIT2172.0000A,DVIT2172,2172,  K  2 79,K,2,79,Fresno 35-33,USA,NA
DVIT2172.0000B,DVIT2172,2172,  K  2 80,K,2,80,Fresno 35-33,USA,NA
DVIT2163.0000A,DVIT2163,2163,  K  2 65,K,2,65,Fresno 35-75,USA,NA
DVIT2163.0000B,DVIT2163,2163,  K  2 66,K,2,66,Fresno 35-75,USA,NA
DVIT3197.0000D,DVIT3197,3197,  K 15 71,K,15,71,Fresno C 78-53 2X,USA,NA
DVIT3197.0000F,DVIT3197,3197,  K 15 72,K,15,72,Fresno C 78-53 2X,USA,NA
DVIT3198.0000I,DVIT3198,3198,  K 16 13,K,16,13,Fresno C 78-53 4X,USA,NA
DVIT3198.0000H,DVIT3198,3198,  K 16 14,K,16,14,Fresno C 78-53 4X,USA,NA
DVIT1596.0000C,DVIT1596,1596,  K 11 77,K,11,77,Fuji,UNKNOWN,NA
DVIT1596.0000D,DVIT1596,1596,  K 11 78,K,11,78,Fuji,UNKNOWN,NA
DVIT1655.0000F,DVIT1655,1655,  K 11 79,K,11,79,Fuji,UNKNOWN,NA
DVIT1655.0000E,DVIT1655,1655,  K 11 80,K,11,80,Fuji,UNKNOWN,NA
DVIT0728.0000C,DVIT0728,728,  L  5 17,L,5,17,Furmint,HUNGARY,NA
DVIT0728.0000D,DVIT0728,728,  L  5 18,L,5,18,Furmint,HUNGARY,NA
DVIT0729.0000C,DVIT0729,729,  L  5 19,L,5,19,Furmint,AUSTRIA,NA
DVIT0729.0000D,DVIT0729,729,  L  5 20,L,5,20,Furmint,AUSTRIA,NA
DVIT2073.0000A,DVIT2073,2073,  K  1 75,K,1,75,Futuna 699,UNKNOWN,NA
DVIT2073.0000B,DVIT2073,2073,  K  1 76,K,1,76,Futuna 699,UNKNOWN,NA
DVIT2076.0000A,DVIT2076,2076,  K  2  1,K,2,1,Futuna 700,UNKNOWN,NA
DVIT2076.0000B,DVIT2076,2076,  K  2  2,K,2,2,Futuna 700,UNKNOWN,NA
DVIT2914.0000B,DVIT2914,2914,  K 15 29,K,15,29,G4-74 (Seedless Calmeria),USA,NA
DVIT2914.0000A,DVIT2914,2914,  K 15 30,K,15,30,G4-74 (Seedless Calmeria),USA,NA
DVIT3266.0000A,DVIT3266,3266,  L  9 81,L,9,81,Galea,UNKNOWN,NA
DVIT0732.0000C,DVIT0732,732,  L  5 25,L,5,25,Gamay,FRANCE,NA
DVIT0732.0000D,DVIT0732,732,  L  5 26,L,5,26,Gamay,FRANCE,NA
DVIT0734.0000C,DVIT0734,734,  L  5 29,L,5,29,Gamay Burgoyne,FRANCE,NA
DVIT0734.0000D,DVIT0734,734,  L  5 30,L,5,30,Gamay Burgoyne,FRANCE,NA
DVIT3100.0000B,DVIT3100,3100,  L 16 22,L,16,22,Gamay Freaux,FRANCE,NA
DVIT0735.0000C,DVIT0735,735,  L 13 61,L,13,61,Gamay Hatif Des Vosges,FRANCE,NA
DVIT2320.0000A,DVIT2320,2320,  L  2 51,L,2,51,Gamay Noir,FRANCE,NA
DVIT2320.0000B,DVIT2320,2320,  L  2 52,L,2,52,Gamay Noir,FRANCE,NA
DVIT0736.0000C,DVIT0736,736,  L  5 31,L,5,31,Gamay Rond,FRANCE,NA
DVIT0736.0000D,DVIT0736,736,  L  5 32,L,5,32,Gamay Rond,FRANCE,NA
DVIT0737.0000C,DVIT0737,737,  L 13 63,L,13,63,Gamay Teinturier,FRANCE,NA
DVIT0737.0000E,DVIT0737,737,  L 13 64,L,13,64,Gamay Teinturier,FRANCE,NA
DVIT2100.0000A,DVIT2100,2100,  L  2 21,L,2,21,Gamay Toma,FRANCE,NA
DVIT2100.0000B,DVIT2100,2100,  L  2 22,L,2,22,Gamay Toma,FRANCE,NA
DVIT0615.0000C,DVIT0615,615,  K 11 47,K,11,47,Ganjehi,IRAN,NA
DVIT0615.0000D,DVIT0615,615,  K 11 48,K,11,48,Ganjehi,IRAN,NA
DVIT3102.0000A,DVIT3102,3102,  L 16 25,L,16,25,Garanoir,SWITZERLAND,Gamay Noir x Reichensteiner
DVIT3102.0000B,DVIT3102,3102,  L 16 26,L,16,26,Garanoir,SWITZERLAND,Gamay Noir x Reichensteiner
DVIT2537.0000G,DVIT2537,2537,  L 14 63,L,14,63,Gaschochi,PAKISTAN,NA
DVIT2537.0000F,DVIT2537,2537,  L 14 64,L,14,64,Gaschochi,PAKISTAN,NA
DVIT1031.0000C,DVIT1031,1031,  L 11 55,L,11,55,Gemeroh,GREECE,NA
DVIT1031.0000D,DVIT1031,1031,  L 11 56,L,11,56,Gemeroh,GREECE,NA
DVIT0528.0000C,DVIT0528,528,  K  7 25,K,7,25,Gewurtztraminer,USSR,NA
DVIT0528.0000D,DVIT0528,528,  K  7 26,K,7,26,Gewurtztraminer,USSR,NA
DVIT0738.0000C,DVIT0738,738,  L  5 33,L,5,33,Gewurztraminer,GERMANY,NA
DVIT0738.0000D,DVIT0738,738,  L  5 34,L,5,34,Gewurztraminer,GERMANY,NA
DVIT0739.0000C,DVIT0739,739,  L  5 35,L,5,35,Gewurztraminer,GERMANY,NA
DVIT0739.0000D,DVIT0739,739,  L  5 36,L,5,36,Gewurztraminer,GERMANY,NA
DVIT0740.0000C,DVIT0740,740,  L  5 37,L,5,37,Gewurztraminer,GERMANY,NA
DVIT0740.0000D,DVIT0740,740,  L  5 38,L,5,38,Gewurztraminer,GERMANY,NA
DVIT0741.0000C,DVIT0741,741,  L 13 65,L,13,65,Ghlicopati,GREECE,NA
DVIT0741.0000D,DVIT0741,741,  L 13 66,L,13,66,Ghlicopati,GREECE,NA
DVIT0409.0000C,DVIT0409,409,  K  5 21,K,5,21,Ghula Dari,AFGHANISTAN,NA
DVIT0409.0000D,DVIT0409,409,  K  5 22,K,5,22,Ghula Dari,AFGHANISTAN,NA
DVIT2039.0000C,DVIT2039,2039,  K  9 63,K,9,63,Ghula Dari,AFGHANISTAN,NA
DVIT2039.0000D,DVIT2039,2039,  K  9 64,K,9,64,Ghula Dari,AFGHANISTAN,NA
DVIT2673.0000A,DVIT2673,2673,  L 15 25,L,15,25,Gocseji Zamatos,HUNGARY,Egar1 x Medoc Noir
DVIT2673.0000C,DVIT2673,2673,  L 15 26,L,15,26,Gocseji Zamatos,HUNGARY,Egar1 x Medoc Noir
DVIT0410.0000C,DVIT0410,410,  K  5 23,K,5,23,Gold,USA,SEE COMMENTS FIELD
DVIT0410.0000D,DVIT0410,410,  K  5 24,K,5,24,Gold,USA,SEE COMMENTS FIELD
DVIT0411.0000E,DVIT0411,411,  K 10 61,K,10,61,Golden Champion,UNITED KINGDOM,GOLDEN HAMBURG X MUSCAT OF ALEXANDRIA
DVIT0411.0000D,DVIT0411,411,  K 10 62,K,10,62,Golden Champion,UNITED KINGDOM,GOLDEN HAMBURG X MUSCAT OF ALEXANDRIA
DVIT0743.0000C,DVIT0743,743,  L  5 41,L,5,41,Gouveio,PORTUGAL,NA
DVIT0743.0000D,DVIT0743,743,  L  5 42,L,5,42,Gouveio,PORTUGAL,NA
DVIT2637.0000C,DVIT2637,2637,  K 13 29,K,13,29,Goyura,AUSTRALIA,NA
DVIT2637.0000B,DVIT2637,2637,  K 13 30,K,13,30,Goyura,AUSTRALIA,NA
DVIT0744.0000D,DVIT0744,744,  L  5 43,L,5,43,Grand Noir,FRANCE,ARMAN X PETIT BOUSCHET
DVIT0744.0000C,DVIT0744,744,  L  5 44,L,5,44,Grand Noir,FRANCE,ARMAN X PETIT BOUSCHET
DVIT2080.0000A,DVIT2080,2080,  L  2 15,L,2,15,Grassa De Cotnari,ROMANIA,NA
DVIT2080.0000B,DVIT2080,2080,  L  2 16,L,2,16,Grassa De Cotnari,ROMANIA,NA
DVIT0747.0000C,DVIT0747,747,  L  5 47,L,5,47,Grec Rouge,FRANCE,NA
DVIT0747.0000F,DVIT0747,747,  L  5 48,L,5,48,Grec Rouge,FRANCE,NA
DVIT0746.0000C,DVIT0746,746,  L  5 45,L,5,45,Greco Bianco,ITALY,NA
DVIT0746.0000D,DVIT0746,746,  L  5 46,L,5,46,Greco Bianco,ITALY,NA
DVIT0748.0000C,DVIT0748,748,  L  5 49,L,5,49,Green Hungarian,UNKNOWN,NA
DVIT0748.0000D,DVIT0748,748,  L  5 50,L,5,50,Green Hungarian,UNKNOWN,NA
DVIT0749.0000A,DVIT0749,749,  L  1  9,L,1,9,Green Veltliner,GERMANY,NA
DVIT0749.0000B,DVIT0749,749,  L  1 10,L,1,10,Green Veltliner,GERMANY,NA
DVIT0750.0000G,DVIT0750,750,  L 13 69,L,13,69,Grenache,SPAIN,NA
DVIT0750.0000H,DVIT0750,750,  L 13 70,L,13,70,Grenache,SPAIN,NA
DVIT0745.0000C,DVIT0745,745,  L 13 67,L,13,67,Grey Riesling,UNKNOWN,NA
DVIT0745.0000D,DVIT0745,745,  L 13 68,L,13,68,Grey Riesling,UNKNOWN,NA
DVIT0751.0000C,DVIT0751,751,  L  5 51,L,5,51,Grignolino,ITALY,NA
DVIT0751.0000D,DVIT0751,751,  L  5 52,L,5,52,Grignolino,ITALY,NA
DVIT0752.0000C,DVIT0752,752,  L 13 71,L,13,71,Grillo,ITALY,NA
DVIT0752.0000D,DVIT0752,752,  L 13 72,L,13,72,Grillo,ITALY,NA
DVIT0413.0000E,DVIT0413,413,  K 10 63,K,10,63,Gros Colman,USSR,NA
DVIT0413.0000F,DVIT0413,413,  K 10 64,K,10,64,Gros Colman,USSR,NA
DVIT3164.0000A,DVIT3164,3164,  K 16 35,K,16,35,Gros Colman,NA,NA
DVIT3164.0000B,DVIT3164,3164,  K 16 36,K,16,36,Gros Colman,NA,NA
DVIT0753.0000C,DVIT0753,753,  L  5 53,L,5,53,Gros Manzenc,UNKNOWN,NA
DVIT0753.0000D,DVIT0753,753,  L  5 54,L,5,54,Gros Manzenc,UNKNOWN,NA
DVIT0414.0999W,DVIT0414,414,  K  5 25,K,5,25,Gros Maroc,ISRAEL,NA
DVIT0414.0999G,DVIT0414,414,  K  5 26,K,5,26,Gros Maroc,ISRAEL,NA
DVIT0414.0000P,DVIT0414,414,  K 16 47,K,16,47,Gros Maroc,ISRAEL,NA
DVIT0414.0000Q,DVIT0414,414,  K 16 48,K,16,48,Gros Maroc,ISRAEL,NA
DVIT0415.0000C,DVIT0415,415,  K 10 65,K,10,65,Gros Sapat,UNKNOWN,NA
DVIT0415.0000D,DVIT0415,415,  K 10 66,K,10,66,Gros Sapat,UNKNOWN,NA
DVIT0754.0000C,DVIT0754,754,  L  5 55,L,5,55,Grosse Blaue,ITALY,NA
DVIT0754.0000D,DVIT0754,754,  L  5 56,L,5,56,Grosse Blaue,ITALY,NA
DVIT2674.0000A,DVIT2674,2674,  L 15 27,L,15,27,Gruner Veltlinger,AUSTRIA,NA
DVIT2674.0000B,DVIT2674,2674,  L 15 28,L,15,28,Gruner Veltlinger,AUSTRIA,NA
DVIT2500.0000D,DVIT2500,2500,  K 12 79,K,12,79,Gungargoon,PAKISTAN,NA
DVIT2500.0000C,DVIT2500,2500,  K 12 80,K,12,80,Gungargoon,PAKISTAN,NA
DVIT0742.0000C,DVIT0742,742,  L  5 39,L,5,39,Gustolidi,GREECE,NA
DVIT0742.0000D,DVIT0742,742,  L  5 40,L,5,40,Gustolidi,GREECE,NA
DVIT0730.0000C,DVIT0730,730,  L  5 21,L,5,21,Guydouria,GREECE,NA
DVIT0730.0000E,DVIT0730,730,  L  5 22,L,5,22,Guydouria,GREECE,NA
DVIT0731.0000C,DVIT0731,731,  L  5 23,L,5,23,Guydouriha,GREECE,NA
DVIT0731.0000D,DVIT0731,731,  L  5 24,L,5,24,Guydouriha,GREECE,NA
DVIT2675.0000C,DVIT2675,2675,  L 15 29,L,15,29,Gyongyrizling,HUNGARY,??? Riesling x Perle Von Csaba
DVIT2675.0000B,DVIT2675,2675,  L 15 30,L,15,30,Gyongyrizling,HUNGARY,??? Riesling x Perle Von Csaba
DVIT2089.0000A,DVIT2089,2089,  K  2 13,K,2,13,Hakiki,GREECE,NA
DVIT2089.0000B,DVIT2089,2089,  K  2 14,K,2,14,Hakiki,GREECE,NA
DVIT0559.0000C,DVIT0559,559,  K  7 75,K,7,75,Hakiki,GREECE,NA
DVIT0559.0000D,DVIT0559,559,  K  7 76,K,7,76,Hakiki,GREECE,NA
DVIT0755.0000C,DVIT0755,755,  L  5 57,L,5,57,Harslevelu,AUSTRIA,NA
DVIT0755.0000D,DVIT0755,755,  L  5 58,L,5,58,Harslevelu,AUSTRIA,NA
DVIT0416.0000C,DVIT0416,416,  K  5 27,K,5,27,Hassaine,GERMANY,NA
DVIT0416.0000D,DVIT0416,416,  K  5 28,K,5,28,Hassaine,GERMANY,NA
DVIT2638.0000C,DVIT2638,2638,  L 14 77,L,14,77,Hassaine,NA,NA
DVIT2638.0000B,DVIT2638,2638,  L 14 78,L,14,78,Hassaine,NA,NA
DVIT0756.0000C,DVIT0756,756,  L  5 59,L,5,59,Helena,USA,ZINFANDEL X REFOSCO
DVIT0756.0000D,DVIT0756,756,  L  5 60,L,5,60,Helena,USA,ZINFANDEL X REFOSCO
DVIT0417.0000C,DVIT0417,417,  K 10 67,K,10,67,Henab,TURKEY,NA
DVIT0417.0000D,DVIT0417,417,  K 10 68,K,10,68,Henab,TURKEY,NA
DVIT1099.0000A,DVIT1099,1099,  L  1 49,L,1,49,Hermitage,UNKNOWN,NA
DVIT1099.0000B,DVIT1099,1099,  L  1 50,L,1,50,Hermitage,UNKNOWN,NA
DVIT2676.0000A,DVIT2676,2676,  L 15 31,L,15,31,Heroldrebe,NEW ZEALAND,NA
DVIT2676.0000B,DVIT2676,2676,  L 15 32,L,15,32,Heroldrebe,NEW ZEALAND,NA
DVIT0758.0000C,DVIT0758,758,  L  5 61,L,5,61,Hibron Blanc,FRANCE,NA
DVIT0758.0000D,DVIT0758,758,  L  5 62,L,5,62,Hibron Blanc,FRANCE,NA
DVIT2747.0000A,DVIT2747,2747,  L 15 59,L,15,59,Hillbilly,USA,NA
DVIT2747.0000B,DVIT2747,2747,  L 15 60,L,15,60,Hillbilly,USA,NA
DVIT2175.0000A,DVIT2175,2175,  K  3  5,K,3,5,Himrisnky,UNKNOWN,NA
DVIT2175.0000B,DVIT2175,2175,  K  3  6,K,3,6,Himrisnky,UNKNOWN,NA
DVIT0328.0000C,DVIT0328,328,  K 10 19,K,10,19,Himrisnky,GERMANY,NA
DVIT0328.0000D,DVIT0328,328,  K 10 20,K,10,20,Himrisnky,GERMANY,NA
DVIT0759.0000C,DVIT0759,759,  L  5 63,L,5,63,Hisakasy,USSR,NA
DVIT0759.0000E,DVIT0759,759,  L  5 64,L,5,64,Hisakasy,USSR,NA
DVIT1028.0000C,DVIT1028,1028,  L 11 49,L,11,49,Hondromavroudo,GREECE,NA
DVIT1028.0000D,DVIT1028,1028,  L 11 50,L,11,50,Hondromavroudo,GREECE,NA
DVIT2093.0000J,DVIT2093,2093,  K  2 15,K,2,15,Hongjixin,CHINA,NA
DVIT2093.0000B,DVIT2093,2093,  K  2 16,K,2,16,Hongjixin,CHINA,NA
DVIT0760.0000C,DVIT0760,760,  L  5 65,L,5,65,Honigber,MOROCCO,NA
DVIT0760.0000D,DVIT0760,760,  L  5 66,L,5,66,Honigber,MOROCCO,NA
DVIT2503.0000A,DVIT2503,2503,  K 14 31,K,14,31,Hosargoon,PAKISTAN,NA
DVIT2503.0000B,DVIT2503,2503,  K 14 32,K,14,32,Hosargoon,PAKISTAN,NA
DVIT3005.0000B,DVIT3005,3005,  K 15 45,K,15,45,Humagne,SWITZERLAND,NA
DVIT3005.0000A,DVIT3005,3005,  K 15 46,K,15,46,Humagne,SWITZERLAND,NA
DVIT0761.0000C,DVIT0761,761,  L  5 67,L,5,67,Hungarian Millenium,HUNGARY,QUEEN VICTORIA X RAISEN DE CALABRE
DVIT0761.0000D,DVIT0761,761,  L  5 68,L,5,68,Hungarian Millenium,HUNGARY,QUEEN VICTORIA X RAISEN DE CALABRE
DVIT0418.0000I,DVIT0418,418,  K 10 69,K,10,69,Hunisa,UNKNOWN,NA
DVIT0418.0000D,DVIT0418,418,  K 10 70,K,10,70,Hunisa,UNKNOWN,NA
DVIT0419.0000C,DVIT0419,419,  K  5 29,K,5,29,Husseine,AFGHANISTAN,NA
DVIT0419.0000D,DVIT0419,419,  K  5 30,K,5,30,Husseine,AFGHANISTAN,NA
DVIT0576.0000C,DVIT0576,576,  K  8 23,K,8,23,Husseine,AFGHANISTAN,NA
DVIT0576.0000D,DVIT0576,576,  K  8 24,K,8,24,Husseine,AFGHANISTAN,NA
DVIT0420.0000C,DVIT0420,420,  K 10 71,K,10,71,Husseine,AFGHANISTAN,NA
DVIT0420.0000D,DVIT0420,420,  K 10 72,K,10,72,Husseine,AFGHANISTAN,NA
DVIT0421.0000C,DVIT0421,421,  K 10 73,K,10,73,Husseine (rish Baba),AFGHANISTAN,SEE COMMENTS FIELD
DVIT0421.0000D,DVIT0421,421,  K 10 74,K,10,74,Husseine (rish Baba),AFGHANISTAN,SEE COMMENTS FIELD
DVIT2050.0000C,DVIT2050,2050,  K  9 77,K,9,77,Husseive,AFGHANISTAN,NA
DVIT2050.0000D,DVIT2050,2050,  K  9 78,K,9,78,Husseive,AFGHANISTAN,NA
DVIT0422.0000H,DVIT0422,422,  K  1 13,K,1,13,Hycales,SPAIN,NA
DVIT0422.0000D,DVIT0422,422,  K  1 14,K,1,14,Hycales,SPAIN,NA
DVIT0423.0000C,DVIT0423,423,  K  5 31,K,5,31,Imperator (p. 264),ITALY,MUSCAT HAMBURG X CICLOPICA (P 60)
DVIT0423.0000D,DVIT0423,423,  K  5 32,K,5,32,Imperator (p. 264),ITALY,MUSCAT HAMBURG X CICLOPICA (P 60)
DVIT0762.0000F,DVIT0762,762,  L 13 73,L,13,73,Inzolia,ITALY,NA
DVIT0762.0000H,DVIT0762,762,  L 13 74,L,13,74,Inzolia,ITALY,NA
DVIT2508.0000D,DVIT2508,2508,  L 14 61,L,14,61,Ishkin,PAKISTAN,NA
DVIT2508.0000E,DVIT2508,2508,  L 14 62,L,14,62,Ishkin,PAKISTAN,NA
DVIT0577.0000C,DVIT0577,577,  K  8 25,K,8,25,Italia (IP 65),ITALY,BICANE X MUSCAT HAMBURG
DVIT0577.0000D,DVIT0577,577,  K  8 26,K,8,26,Italia (IP 65),ITALY,BICANE X MUSCAT HAMBURG
DVIT0424.0000C,DVIT0424,424,  K 11 65,K,11,65,Italia (IP 65),ITALY,BICANE X MUSCAT HAMBURG
DVIT0424.0000D,DVIT0424,424,  K 11 66,K,11,66,Italia (IP 65),ITALY,BICANE X MUSCAT HAMBURG
DVIT2677.0000A,DVIT2677,2677,  K 13 63,K,13,63,Itchkimar,USSR,NA
DVIT2677.0000B,DVIT2677,2677,  K 13 64,K,13,64,Itchkimar,USSR,NA
DVIT0620.0000C,DVIT0620,620,  L  3 11,L,3,11,Ithani Lefko,GREECE,NA
DVIT0620.0000D,DVIT0620,620,  L  3 12,L,3,12,Ithani Lefko,GREECE,NA
DVIT0621.0000C,DVIT0621,621,  L 13 25,L,13,25,Ithani Mavro,GREECE,NA
DVIT0621.0000E,DVIT0621,621,  L 13 26,L,13,26,Ithani Mavro,GREECE,NA
DVIT0561.0000C,DVIT0561,561,  K  7 77,K,7,77,Itonychi Lefko,GREECE,NA
DVIT0561.0000D,DVIT0561,561,  K  7 78,K,7,78,Itonychi Lefko,GREECE,NA
DVIT0562.0000C,DVIT0562,562,  K  7 79,K,7,79,Itonychi Mavro,GREECE,NA
DVIT0562.0000D,DVIT0562,562,  K  7 80,K,7,80,Itonychi Mavro,GREECE,NA
DVIT0578.0000C,DVIT0578,578,  K  8 27,K,8,27,Iviar Oliver,UNKNOWN,NA
DVIT0578.0000D,DVIT0578,578,  K  8 28,K,8,28,Iviar Oliver,UNKNOWN,NA
DVIT2916.0000A,DVIT2916,2916,  L 16  1,L,16,1,Jackson Sel. #3,USA,NA
DVIT2916.0000B,DVIT2916,2916,  L 16  2,L,16,2,Jackson Sel. #3,USA,NA
DVIT0763.0000C,DVIT0763,763,  L  5 69,L,5,69,Jampal,PORTUGAL,NA
DVIT0763.0000F,DVIT0763,763,  L  5 70,L,5,70,Jampal,PORTUGAL,NA
DVIT3360.0000A,DVIT3360,3360,  K 17 15,K,17,15,Japanese Burgundy,USA,NA
DVIT3360.0000B,DVIT3360,3360,  K 17 16,K,17,16,Japanese Burgundy,USA,NA
DVIT0764.0000C,DVIT0764,764,  L  5 71,L,5,71,Joao Santarem,PORTUGAL,NA
DVIT0764.0000D,DVIT0764,764,  L  5 72,L,5,72,Joao Santarem,PORTUGAL,NA
DVIT0425.0000C,DVIT0425,425,  K  5 33,K,5,33,Johanna Mathiasz,AUSTRIA,NA
DVIT0425.0000D,DVIT0425,425,  K  5 34,K,5,34,Johanna Mathiasz,AUSTRIA,NA
DVIT3167.0000B,DVIT3167,3167,  L 17  5,L,17,5,Jubileum,NA,NA
DVIT0579.0000C,DVIT0579,579,  K  8 29,K,8,29,Julius Caesar,HUNGARY,NA
DVIT0579.0000D,DVIT0579,579,  K  8 30,K,8,30,Julius Caesar,HUNGARY,NA
DVIT3219.0000J,DVIT3219,3219,  K 16 69,K,16,69,July Early Amber,USA,NA
DVIT3219.0000K,DVIT3219,3219,  K 16 70,K,16,70,July Early Amber,USA,NA
DVIT0426.0000C,DVIT0426,426,  K  5 35,K,5,35,July Muscat,USA,(MUS. ALEX X FLAME TOKAY) X (MUS. HAMB. X SZOEL. KIRAL)
DVIT0426.0000D,DVIT0426,426,  K  5 36,K,5,36,July Muscat,USA,(MUS. ALEX X FLAME TOKAY) X (MUS. HAMB. X SZOEL. KIRAL)
DVIT2321.0000A,DVIT2321,2321,  L  2 53,L,2,53,Juracon Noir,FRANCE,NA
DVIT2321.0000B,DVIT2321,2321,  L  2 54,L,2,54,Juracon Noir,FRANCE,NA
DVIT1102.0000A,DVIT1102,1102,  L  1 51,L,1,51,Jurancon Blanc,FRANCE,NA
DVIT1102.0000B,DVIT1102,1102,  L  1 52,L,1,52,Jurancon Blanc,FRANCE,NA
DVIT3103.0000F,DVIT3103,3103,  L 16 28,L,16,28,Juwel,GERMANY,Kerner x Silvaner
DVIT0766.0000C,DVIT0766,766,  L  5 75,L,5,75,Kabajink,UNKNOWN,NA
DVIT0766.0000D,DVIT0766,766,  L  5 76,L,5,76,Kabajink,UNKNOWN,NA
DVIT2497.0000D,DVIT2497,2497,  K 12 73,K,12,73,Kabuli,PAKISTAN,NA
DVIT2497.0000E,DVIT2497,2497,  K 12 74,K,12,74,Kabuli,PAKISTAN,NA
DVIT0767.0000C,DVIT0767,767,  L  5 77,L,5,77,Kadarka,AUSTRIA,NA
DVIT0767.0000D,DVIT0767,767,  L  5 78,L,5,78,Kadarka,AUSTRIA,NA
DVIT0768.0000C,DVIT0768,768,  L  5 79,L,5,79,Kadarka,UNKNOWN,NA
DVIT0768.0000D,DVIT0768,768,  L  5 80,L,5,80,Kadarka,UNKNOWN,NA
DVIT0317.0000C,DVIT0317,317,  K  3 69,K,3,69,Kakourdess Weis,GERMANY,NA
DVIT0317.0000D,DVIT0317,317,  K  3 70,K,3,70,Kakourdess Weis,GERMANY,NA
DVIT2534.0000C,DVIT2534,2534,  K 13 17,K,13,17,Kala Kostan,PAKISTAN,NA
DVIT2534.0000D,DVIT2534,2534,  K 13 18,K,13,18,Kala Kostan,PAKISTAN,NA
DVIT0335.0000C,DVIT0335,335,  K 11 57,K,11,57,Kalamak,AFGHANISTAN,NA
DVIT0335.0000D,DVIT0335,335,  K 11 58,K,11,58,Kalamak,AFGHANISTAN,NA
DVIT2917.0000A,DVIT2917,2917,  K 14 73,K,14,73,Kali Sag,UNKNOWN,NA
DVIT2917.0000B,DVIT2917,2917,  K 14 74,K,14,74,Kali Sag,UNKNOWN,NA
DVIT0427.0000C,DVIT0427,427,  K  5 37,K,5,37,Kali Sahehi,INDIA,NA
DVIT0427.0000D,DVIT0427,427,  K  5 38,K,5,38,Kali Sahehi,INDIA,NA
DVIT0428.0000C,DVIT0428,428,  K 10 75,K,10,75,Kandahar,UNKNOWN,NA
DVIT0428.0000D,DVIT0428,428,  K 10 76,K,10,76,Kandahar,UNKNOWN,NA
DVIT0429.0000C,DVIT0429,429,  K  5 39,K,5,39,Kandahari,AFGHANISTAN,NA
DVIT0429.0000D,DVIT0429,429,  K  5 40,K,5,40,Kandahari,AFGHANISTAN,NA
DVIT2918.0000B,DVIT2918,2918,  K 15 33,K,15,33,Kandhar,UNKNOWN,NA
DVIT2918.0000A,DVIT2918,2918,  K 15 34,K,15,34,Kandhar,UNKNOWN,NA
DVIT2081.0000A,DVIT2081,2081,  K  2  5,K,2,5,Kandhari,INDIA,NA
DVIT2081.0000E,DVIT2081,2081,  K  2  6,K,2,6,Kandhari,INDIA,NA
